blue_adc,blue_sup,red_adc,red_sup,games,blue_winrate
Jinx,Lulu,Ashe,Seraphine,1,1.0
Jinx,Lulu,Lucian,Nami,1,0.0
Jinx,Lulu,Miss Fortune,Nautilus,1,1.0
Jinx,Lulu,Varus,Seraphine,1,0.0
Jinx,Lulu,Yunara,Neeko,1,1.0
Jinx,Lulu,Yunara,Pyke,1,0.0
Jinx,Milio,Ezreal,Renata Glasc,1,0.0
Jinx,Milio,Yunara,Lulu,1,0.0
Jinx,Nautilus,Aphelios,Thresh,1,1.0
Jinx,Nautilus,Ashe,Braum,1,1.0
Jinx,Nautilus,Ashe,Seraphine,1,0.0
Jinx,Nautilus,Caitlyn,Braum,1,0.0
Jinx,Nautilus,Corki,Leona,1,0.0
Jinx,Nautilus,Ezreal,Karma,1,1.0
Jinx,Nautilus,Ezreal,Leona,1,0.0
Jinx,Nautilus,Kai'Sa,Neeko,1,0.0
Jinx,Nautilus,Kalista,Renata Glasc,1,1.0
Jinx,Nautilus,Lucian,Braum,1,1.0
Jinx,Nautilus,Xayah,Leona,1,0.0
Jinx,Nautilus,Xayah,Renata Glasc,1,0.0
Jinx,Nautilus,Yunara,Leona,1,0.0
Jinx,Nautilus,Yunara,Lulu,1,1.0
Jinx,Neeko,Kai'Sa,Alistar,1,0.0
Jinx,Orianna,Yunara,Leona,1,0.0
Jinx,Pantheon,Ziggs,Rell,1,1.0
Jinx,Rakan,Jhin,Neeko,1,0.0
Jinx,Rakan,Tristana,Nautilus,1,0.0
Jinx,Rakan,Yunara,Lulu,1,1.0
Jinx,Rakan,Zeri,Leona,1,1.0
Jinx,Rell,Xayah,Nautilus,1,0.0
Jinx,Rell,Yunara,Alistar,1,1.0
Jinx,Seraphine,Sivir,Milio,1,0.0
Jinx,Shen,Tristana,Blitzcrank,1,1.0
Jinx,Sona,Tristana,Lulu,1,1.0
Jinx,Soraka,Senna,Alistar,1,1.0
Jinx,Tahm Kench,Xayah,Rakan,1,1.0
Jinx,Thresh,Aphelios,Bard,1,0.0
Jinx,Thresh,Aphelios,Milio,1,0.0
Jinx,Thresh,Aphelios,Nautilus,1,1.0
Jinx,Thresh,Ezreal,Bard,1,0.0
Jinx,Thresh,Ezreal,Leona,1,1.0
Jinx,Thresh,Ezreal,Neeko,1,1.0
Jinx,Thresh,Xayah,Rakan,1,0.0
Jinx,Thresh,Yunara,Karma,1,0.0
Jinx,Thresh,Yunara,Neeko,1,0.0
Jinx,Zilean,Lucian,Milio,1,0.0
Kai'Sa,Alistar,Corki,Karma,1,1.0
Kai'Sa,Alistar,Corki,Nautilus,1,1.0
Kai'Sa,Alistar,Corki,Rell,1,1.0
Kai'Sa,Alistar,Ezreal,Braum,1,1.0
Kai'Sa,Alistar,Ezreal,Nautilus,1,1.0
Kai'Sa,Alistar,Ezreal,Rakan,1,0.0
Kai'Sa,Alistar,Ezreal,Rell,1,0.0
Kai'Sa,Alistar,Jhin,Karma,1,0.0
Kai'Sa,Alistar,Lucian,Braum,1,1.0
Kai'Sa,Alistar,Lucian,Milio,1,1.0
Kai'Sa,Alistar,Lucian,Rell,1,1.0
Kai'Sa,Alistar,Lucian,Sylas,1,1.0
Kai'Sa,Alistar,Miss Fortune,Neeko,1,1.0
Kai'Sa,Alistar,Sivir,Rell,1,1.0
Kai'Sa,Alistar,Tristana,Rakan,1,1.0
Kai'Sa,Alistar,Vayne,Bard,1,0.0
Kai'Sa,Alistar,Xayah,Braum,1,0.0
Kai'Sa,Alistar,Xayah,Neeko,1,0.0
Kai'Sa,Alistar,Xayah,Poppy,1,1.0
Kai'Sa,Alistar,Yunara,Nautilus,1,0.0
Kai'Sa,Alistar,Yunara,Rakan,1,0.0
Kai'Sa,Alistar,Yunara,Rell,1,1.0
Kai'Sa,Alistar,Ziggs,Nautilus,1,1.0
Kai'Sa,Amumu,Jhin,Neeko,1,1.0
Kai'Sa,Bard,Ezreal,Leona,1,0.0
Kai'Sa,Bard,Ezreal,Nami,1,1.0
Kai'Sa,Bard,Ezreal,Skarner,1,1.0
Kai'Sa,Bard,Jhin,Alistar,1,1.0
Kai'Sa,Bard,Jhin,Janna,1,1.0
Kai'Sa,Bard,Miss Fortune,Seraphine,1,1.0
Kai'Sa,Bard,Tristana,Lulu,1,1.0
Kai'Sa,Bard,Yunara,Leona,1,1.0
Kai'Sa,Blitzcrank,Aphelios,Milio,1,0.0
Kai'Sa,Blitzcrank,Ashe,Leona,1,1.0
Kai'Sa,Blitzcrank,Corki,Nami,1,1.0
Kai'Sa,Blitzcrank,Jhin,Amumu,1,1.0
Kai'Sa,Blitzcrank,Jinx,Braum,1,1.0
Kai'Sa,Karma,Corki,Neeko,1,1.0
Kai'Sa,Karma,Xayah,Alistar,1,0.0
Kai'Sa,Karma,Yunara,Braum,1,1.0
Kai'Sa,Leona,Caitlyn,Karma,1,0.0
Kai'Sa,Leona,Corki,Alistar,1,1.0
Kai'Sa,Leona,Ezreal,Alistar,1,0.0
Kai'Sa,Leona,Ezreal,Karma,1,0.0
Kai'Sa,Leona,Ezreal,Poppy,1,1.0
Kai'Sa,Leona,Jhin,Alistar,1,0.0
Kai'Sa,Leona,Jhin,Maokai,1,1.0
Kai'Sa,Leona,Sivir,Neeko,1,0.0
Kai'Sa,Leona,Xayah,Alistar,1,0.0
Kai'Sa,Leona,Xayah,Bard,1,0.0
Kai'Sa,Leona,Xayah,Rell,1,1.0
Kai'Sa,Leona,Yunara,Braum,1,0.0
Kai'Sa,Leona,Yunara,Rakan,1,1.0
Kai'Sa,Leona,Ziggs,Alistar,1,0.0
Kai'Sa,Leona,Ziggs,Shen,1,1.0
Kai'Sa,Lulu,Ashe,Seraphine,1,0.0
Kai'Sa,Lulu,Yunara,Braum,1,0.0
Kai'Sa,Lulu,Yunara,Milio,1,1.0
Kai'Sa,Maokai,Corki,Alistar,1,0.0
Kai'Sa,Maokai,Ezreal,Poppy,1,1.0
Kai'Sa,Nami,Sivir,Karma,1,1.0
Kai'Sa,Nautilus,Aphelios,Alistar,1,0.0
Kai'Sa,Nautilus,Aphelios,Braum,1,1.0
Kai'Sa,Nautilus,Aphelios,Lulu,1,1.0
Kai'Sa,Nautilus,Ashe,Neeko,1,0.0
Kai'Sa,Nautilus,Corki,Elise,1,1.0
Kai'Sa,Nautilus,Ezreal,Rakan,1,0.0
Kai'Sa,Nautilus,Ezreal,Seraphine,1,1.0
Kai'Sa,Nautilus,Ezreal,Shen,1,0.0
Kai'Sa,Nautilus,Jhin,Alistar,1,1.0
Kai'Sa,Nautilus,Jhin,Braum,1,1.0
Kai'Sa,Nautilus,Jhin,Karma,1,0.0
Kai'Sa,Nautilus,Jhin,Rell,1,1.0
Kai'Sa,Nautilus,Jinx,Braum,1,1.0
Kai'Sa,Nautilus,Kalista,Renata Glasc,1,0.0
Kai'Sa,Nautilus,Lucian,Milio,1,1.0
Kai'Sa,Nautilus,Lucian,Poppy,1,1.0
Kai'Sa,Nautilus,Miss Fortune,Leona,1,1.0
Kai'Sa,Nautilus,Seraphine,Braum,1,0.0
Kai'Sa,Nautilus,Sivir,Alistar,1,0.0
Kai'Sa,Nautilus,Sivir,Bard,1,0.0
Kai'Sa,Nautilus,Sivir,Braum,1,0.0
Kai'Sa,Nautilus,Sivir,Camille,1,1.0
Kai'Sa,Nautilus,Sivir,Karma,1,1.0
Kai'Sa,Nautilus,Tristana,Alistar,1,0.0
Kai'Sa,Nautilus,Xayah,Bard,1,1.0
Kai'Sa,Nautilus,Xayah,Lulu,1,0.0
Kai'Sa,Nautilus,Xayah,Rakan,1,1.0
Kai'Sa,Nautilus,Yunara,Alistar,1,0.0
Kai'Sa,Nautilus,Yunara,Karma,1,1.0
Kai'Sa,Nautilus,Yunara,Rell,1,0.0
Kai'Sa,Nautilus,Ziggs,Camille,1,1.0
Kai'Sa,Neeko,Aphelios,Lulu,1,1.0
Kai'Sa,Neeko,Aphelios,Pantheon,1,1.0
Kai'Sa,Neeko,Caitlyn,Alistar,1,1.0
Kai'Sa,Neeko,Corki,Leona,1,1.0
Kai'Sa,Neeko,Draven,Ezreal,1,0.0
Kai'Sa,Neeko,Ezreal,Leona,1,1.0
Kai'Sa,Neeko,Ezreal,Seraphine,1,0.0
Kai'Sa,Neeko,Ezreal,Soraka,1,1.0
Kai'Sa,Neeko,Ezreal,Yuumi,1,1.0
Kai'Sa,Neeko,Jhin,Alistar,1,1.0
Kai'Sa,Neeko,Jhin,Anivia,1,1.0
Kai'Sa,Neeko,Jhin,Karma,1,1.0
Kai'Sa,Neeko,Jhin,Pyke,1,1.0
Kai'Sa,Neeko,Jhin,Rakan,1,1.0
Kai'Sa,Neeko,Lucian,Bard,1,1.0
Kai'Sa,Neeko,Lucian,Braum,1,0.0
Kai'Sa,Neeko,Lucian,Nami,1,0.0
Kai'Sa,Neeko,Lucian,Sona,1,0.0
Kai'Sa,Neeko,Miss Fortune,Nautilus,1,1.0
Kai'Sa,Neeko,Samira,Leona,1,1.0
Kai'Sa,Neeko,Sivir,Rakan,1,0.0
Kai'Sa,Neeko,Sivir,Rell,1,1.0
Kai'Sa,Neeko,Smolder,Nami,1,1.0
Kai'Sa,Neeko,Smolder,Rell,1,1.0
Kai'Sa,Neeko,Tristana,Lulu,1,1.0
Kai'Sa,Neeko,Tristana,Nami,1,1.0
Kai'Sa,Neeko,Tristana,Rell,1,1.0
Kai'Sa,Neeko,Xayah,Bard,1,1.0
Kai'Sa,Neeko,Xayah,Rakan,1,0.0
Kai'Sa,Neeko,Xayah,Rell,1,0.0
Kai'Sa,Neeko,Yunara,Blitzcrank,1,0.0
Kai'Sa,Neeko,Yunara,Braum,1,1.0
Kai'Sa,Neeko,Yunara,Karma,1,0.0
Kai'Sa,Neeko,Yunara,Nami,1,1.0
Kai'Sa,Nidalee,Yunara,Bard,1,1.0
Kai'Sa,Poppy,Ezreal,Bard,1,0.0
Kai'Sa,Poppy,Ezreal,Rakan,1,0.0
Kai'Sa,Poppy,Ezreal,Rell,1,1.0
Kai'Sa,Poppy,Jhin,Leona,1,1.0
Kai'Sa,Poppy,Smolder,Bard,1,1.0
Kai'Sa,Poppy,Xayah,Rakan,1,0.0
Kai'Sa,Poppy,Yunara,Alistar,1,0.0
Kai'Sa,Poppy,Yunara,Bard,1,1.0
Kai'Sa,Pyke,Caitlyn,Bard,1,1.0
Kai'Sa,Pyke,Corki,Bard,1,1.0
Kai'Sa,Pyke,Ezreal,Neeko,1,1.0
Kai'Sa,Pyke,Jhin,Bard,1,1.0
Kai'Sa,Pyke,Xayah,Bard,1,0.0
Kai'Sa,Rakan,Aphelios,Thresh,1,0.0
Kai'Sa,Rakan,Corki,Alistar,1,1.0
Kai'Sa,Rakan,Corki,Braum,1,1.0
Kai'Sa,Rakan,Corki,Leona,1,0.0
Kai'Sa,Rakan,Corki,Nami,1,1.0
Kai'Sa,Rakan,Corki,Nautilus,1,1.0
Kai'Sa,Rakan,Ezreal,Bard,1,1.0
Kai'Sa,Rakan,Ezreal,Karma,1,1.0
Kai'Sa,Rakan,Ezreal,Leona,1,1.0
Kai'Sa,Rakan,Ezreal,Nami,1,1.0
Kai'Sa,Rakan,Ezreal,Nautilus,1,1.0
Kai'Sa,Rakan,Jhin,Poppy,1,0.0
Kai'Sa,Rakan,Sivir,Galio,1,1.0
Kai'Sa,Rakan,Xayah,Leona,1,0.0
Kai'Sa,Rakan,Xayah,Thresh,1,1.0
Kai'Sa,Rakan,Yunara,Neeko,1,0.0
Kai'Sa,Rakan,Yunara,Poppy,1,1.0
Kai'Sa,Rakan,Zeri,Bard,1,1.0
Kai'Sa,Rakan,Zeri,Lulu,1,1.0
Kai'Sa,Rell,Corki,Bard,1,1.0
Kai'Sa,Rell,Corki,Leona,1,1.0
Kai'Sa,Rell,Corki,Nautilus,1,1.0
Kai'Sa,Rell,Ezreal,Nautilus,1,1.0
Kai'Sa,Rell,Ezreal,Poppy,1,1.0
Kai'Sa,Rell,Jhin,Alistar,1,0.0
Kai'Sa,Rell,Kalista,Renata Glasc,1,1.0
Kai'Sa,Rell,Lucian,Braum,1,0.0
Kai'Sa,Rell,Miss Fortune,Neeko,1,1.0
Kai'Sa,Rell,Sivir,Neeko,1,1.0
Kai'Sa,Rell,Smolder,Bard,1,1.0
Kai'Sa,Rell,Varus,Leona,1,1.0
Kai'Sa,Rell,Varus,Nautilus,1,1.0
Kai'Sa,Rell,Varus,Renata Glasc,1,1.0
Kai'Sa,Rell,Xayah,Alistar,1,1.0
Kai'Sa,Rell,Xayah,Rakan,1,0.0
Kai'Sa,Rell,Yunara,Leona,1,1.0
Kai'Sa,Rell,Ziggs,Camille,1,0.0
Kai'Sa,Seraphine,Ezreal,Nautilus,1,0.0
Kai'Sa,Shen,Varus,Pyke,1,1.0
Kai'Sa,Shen,Xayah,Rakan,1,0.0
Kai'Sa,Thresh,Ezreal,Karma,1,0.0
Kai'Sa,Thresh,Varus,Lulu,1,0.0
Kai'Sa,Thresh,Xayah,Neeko,1,1.0
Kalista,Amumu,Lucian,Nami,1,0.0
Kalista,Blitzcrank,Xayah,Renata Glasc,1,1.0
Kalista,Camille,Senna,Poppy,1,0.0
Kalista,Elise,Jhin,Bard,1,0.0
Kalista,Leona,Caitlyn,Karma,1,1.0
Kalista,Leona,Ezreal,Bard,1,0.0
Kalista,Leona,Xayah,Rakan,1,1.0
Kalista,Leona,Ziggs,Pyke,1,0.0
Kalista,Nautilus,Ezreal,Karma,1,0.0
Kalista,Nautilus,Ezreal,Leona,1,1.0
Kalista,Nautilus,Jhin,Leona,1,0.0
Kalista,Nautilus,Sivir,Karma,1,1.0
Kalista,Nautilus,Sivir,Seraphine,1,1.0
Kalista,Nautilus,Varus,Karma,1,1.0
Kalista,Nautilus,Zeri,Neeko,1,1.0
Kalista,Neeko,Corki,Nami,1,0.0
Kalista,Neeko,Draven,Nautilus,1,1.0
Kalista,Neeko,Ezreal,Bard,1,1.0
Kalista,Neeko,Lucian,Milio,1,1.0
Kalista,Neeko,Varus,Rell,1,1.0
Kalista,Neeko,Vayne,Milio,1,1.0
Kalista,Pyke,Caitlyn,Nautilus,1,0.0
Kalista,Pyke,Miss Fortune,Neeko,1,1.0
Kalista,Rell,Ashe,Seraphine,1,0.0
Kalista,Rell,Yunara,Nautilus,1,1.0
Kalista,Renata Glasc,Aphelios,Rell,1,1.0
Kalista,Renata Glasc,Ashe,Nautilus,1,1.0
Kalista,Renata Glasc,Caitlyn,Karma,1,1.0
Kalista,Renata Glasc,Caitlyn,Neeko,1,0.0
Kalista,Renata Glasc,Corki,Nautilus,1,1.0
Kalista,Renata Glasc,Corki,Neeko,1,1.0
Kalista,Renata Glasc,Ezreal,Zilean,1,0.0
Kalista,Renata Glasc,Jhin,Alistar,1,0.0
Kalista,Renata Glasc,Jhin,Neeko,1,1.0
Kalista,Renata Glasc,Kai'Sa,Bard,1,1.0
Kalista,Renata Glasc,Kai'Sa,Leona,1,0.0
Kalista,Renata Glasc,Kai'Sa,Rell,1,1.0
Kalista,Renata Glasc,Lucian,Blitzcrank,1,0.0
Kalista,Renata Glasc,Mel,Fiddlesticks,1,1.0
Kalista,Renata Glasc,Miss Fortune,Bard,1,0.0
Kalista,Renata Glasc,Miss Fortune,Nautilus,1,1.0
Kalista,Renata Glasc,Senna,Poppy,1,0.0
Kalista,Renata Glasc,Senna,Seraphine,1,1.0
Kalista,Renata Glasc,Varus,Alistar,1,0.0
Kalista,Renata Glasc,Varus,Camille,1,1.0
Kalista,Renata Glasc,Varus,Nautilus,1,0.0
Kalista,Renata Glasc,Varus,Soraka,1,1.0
Kalista,Renata Glasc,Vayne,Alistar,1,1.0
Kalista,Renata Glasc,Yunara,Lulu,1,0.0
Kalista,Renata Glasc,Yunara,Nautilus,1,1.0
Kalista,Renata Glasc,Yunara,Neeko,1,0.0
Kalista,Renata Glasc,Ziggs,Leona,1,0.0
Kalista,Soraka,Ashe,Seraphine,1,0.0
Kalista,Soraka,Caitlyn,Karma,1,1.0
Karthus,Rell,Kai'Sa,Pyke,1,1.0
Kog'Maw,Braum,Aphelios,Rell,1,0.0
Kog'Maw,Braum,Yunara,Alistar,1,0.0
Kog'Maw,Karma,Corki,Nami,1,1.0
Kog'Maw,Karma,Ezreal,Seraphine,1,1.0
Kog'Maw,Karma,Jhin,Nami,1,1.0
Kog'Maw,Lulu,Aphelios,Leona,1,1.0
Kog'Maw,Lulu,Aphelios,Milio,1,0.0
Kog'Maw,Lulu,Corki,Nami,1,1.0
Kog'Maw,Lulu,Ezreal,Bard,1,0.0
Kog'Maw,Lulu,Kalista,Renata Glasc,1,1.0
Kog'Maw,Lulu,Sivir,Lux,1,0.0
Kog'Maw,Lulu,Yunara,Nautilus,1,0.0
Kog'Maw,Lulu,Yunara,Neeko,1,1.0
Kog'Maw,Milio,Vayne,Alistar,1,0.0
Kog'Maw,Nami,Aphelios,Leona,1,0.0
Kog'Maw,Nautilus,Corki,Braum,1,1.0
Kog'Maw,Nautilus,Corki,Rell,1,0.0
Kog'Maw,Pyke,Yunara,Lulu,1,0.0
Lucian,Alistar,Aphelios,Milio,1,0.0
Lucian,Alistar,Ezreal,Poppy,1,1.0
Lucian,Alistar,Varus,Lulu,1,1.0
Lucian,Alistar,Yunara,Janna,1,1.0
Lucian,Alistar,Yunara,Lulu,1,0.0
Lucian,Bard,Corki,Nautilus,1,1.0
Lucian,Bard,Corki,Rakan,1,1.0
Lucian,Bard,Ezreal,Karma,1,1.0
Lucian,Bard,Mel,Pyke,1,1.0
Lucian,Bard,Tristana,Leona,1,1.0
Lucian,Blitzcrank,Caitlyn,Milio,1,1.0
Lucian,Braum,Aphelios,Nautilus,1,0.0
Lucian,Braum,Aphelios,Renata Glasc,1,1.0
Lucian,Braum,Caitlyn,Elise,1,1.0
Lucian,Braum,Caitlyn,Tahm Kench,1,1.0
Lucian,Braum,Jinx,Neeko,1,1.0
Lucian,Braum,Kai'Sa,Neeko,1,0.0
Lucian,Braum,Kalista,Renata Glasc,1,0.0
Lucian,Braum,Miss Fortune,Nautilus,1,1.0
Lucian,Braum,Miss Fortune,Rakan,1,1.0
Lucian,Braum,Tristana,Lulu,1,1.0
Lucian,Braum,Varus,Nautilus,1,0.0
Lucian,Braum,Yunara,Nautilus,1,0.0
Lucian,Braum,Zeri,Bard,1,1.0
Lucian,Braum,Ziggs,Nautilus,1,0.0
Lucian,Karma,Ashe,Seraphine,1,1.0
Lucian,Karma,Ezreal,Nami,1,1.0
Lucian,Karma,Ezreal,Neeko,1,1.0
Lucian,Leona,Corki,Nami,1,1.0
Lucian,Leona,Kai'Sa,Nautilus,1,1.0
Lucian,Leona,Miss Fortune,Bard,1,0.0
Lucian,Leona,Ziggs,Poppy,1,1.0
Lucian,Lulu,Miss Fortune,Rakan,1,1.0
Lucian,Milio,Aphelios,Lulu,1,1.0
Lucian,Milio,Aphelios,Neeko,1,1.0
Lucian,Milio,Ashe,Neeko,1,0.0
Lucian,Milio,Caitlyn,Nautilus,1,0.0
Lucian,Milio,Corki,Alistar,1,0.0
Lucian,Milio,Corki,Bard,1,0.0
Lucian,Milio,Corki,Blitzcrank,1,0.0
Lucian,Milio,Draven,Blitzcrank,1,1.0
Lucian,Milio,Draven,Nautilus,1,0.0
Lucian,Milio,Draven,Pyke,1,0.0
Lucian,Milio,Ezreal,Braum,1,1.0
Lucian,Milio,Jhin,Alistar,1,1.0
Lucian,Milio,Jhin,Anivia,1,1.0
Lucian,Milio,Jhin,Bard,1,1.0
Lucian,Milio,Jhin,Nami,1,1.0
Lucian,Milio,Jhin,Rell,1,1.0
Lucian,Milio,Kog'Maw,Karma,1,1.0
Lucian,Milio,Mel,Pantheon,1,1.0
Lucian,Milio,Senna,Soraka,1,0.0
Lucian,Milio,Seraphine,Nautilus,1,0.0
Lucian,Milio,Tristana,Lulu,1,1.0
Lucian,Milio,Varus,Bard,1,0.0
Lucian,Milio,Varus,Nautilus,1,1.0
Lucian,Milio,Varus,Neeko,1,0.0
Lucian,Milio,Varus,Senna,1,1.0
Lucian,Milio,Xayah,Soraka,1,1.0
Lucian,Milio,Yunara,Bard,1,1.0
Lucian,Milio,Yunara,Rakan,1,0.0
Lucian,Milio,Zeri,Karma,1,1.0
Lucian,Milio,Zeri,Yuumi,1,0.0
Lucian,Milio,Ziggs,Camille,1,0.0
Lucian,Milio,Ziggs,Nautilus,1,0.0
Lucian,Nami,Aphelios,Lulu,1,0.0
Lucian,Nami,Aphelios,Thresh,1,1.0
Lucian,Nami,Ashe,Milio,1,1.0
Lucian,Nami,Caitlyn,Milio,1,0.0
Lucian,Nami,Caitlyn,Neeko,1,0.0
Lucian,Nami,Corki,Bard,1,1.0
Lucian,Nami,Ezreal,Nautilus,1,1.0
Lucian,Nami,Ezreal,Rakan,1,1.0
Lucian,Nami,Ezreal,Rell,1,0.0
Lucian,Nami,Ezreal,Seraphine,1,1.0
Lucian,Nami,Jhin,Bard,1,1.0
Lucian,Nami,Jhin,Neeko,1,0.0
Lucian,Nami,Jinx,Karma,1,1.0
Lucian,Nami,Kai'Sa,Rakan,1,1.0
Lucian,Nami,Miss Fortune,Neeko,1,0.0
Lucian,Nami,Samira,Nautilus,1,1.0
Lucian,Nami,Smolder,Leona,1,1.0
Lucian,Nami,Varus,Alistar,1,1.0
Lucian,Nami,Varus,Bard,1,1.0
Lucian,Nami,Yunara,Nautilus,1,0.0
Lucian,Nami,Yunara,Rakan,1,0.0
Lucian,Nami,Zeri,Lulu,1,1.0
Lucian,Neeko,Caitlyn,Nami,1,0.0
Lucian,Neeko,Xayah,Rakan,1,0.0
Lucian,Poppy,Syndra,Rell,1,0.0
Lucian,Pyke,Caitlyn,Lux,1,1.0
Lucian,Pyke,Corki,Nami,1,0.0
Lucian,Rakan,Corki,Alistar,1,1.0
Lucian,Rakan,Sivir,Braum,1,1.0
Lucian,Rell,Senna,Nautilus,1,1.0
Lucian,Renata Glasc,Draven,Leona,1,0.0
Lucian,Renata Glasc,Kalista,Camille,1,1.0
Lucian,Sona,Draven,Milio,1,1.0
Lucian,Sona,Tristana,Braum,1,0.0
Lucian,Yuumi,Caitlyn,Bard,1,1.0
Lucian,Yuumi,Jhin,Karma,1,0.0
Lucian,Yuumi,Sivir,Milio,1,1.0
Lucian,Yuumi,Tristana,Milio,1,1.0
Lucian,Yuumi,Yunara,Karma,1,1.0
Lux,Leona,Jhin,Camille,1,0.0
Lux,Leona,Jhin,Nautilus,1,1.0
Mel,Bard,Ashe,Rell,1,0.0
Mel,Bard,Yunara,Nautilus,1,0.0
Mel,Blitzcrank,Sivir,Seraphine,1,1.0
Mel,Camille,Caitlyn,Bard,1,1.0
Mel,Camille,Corki,Neeko,1,1.0
Mel,Camille,Jhin,Elise,1,1.0
Mel,Camille,Jhin,Neeko,1,0.0
Mel,Camille,Sivir,Leona,1,0.0
Mel,Camille,Tristana,Shen,1,1.0
Mel,Leona,Ashe,Seraphine,1,1.0
Mel,Leona,Caitlyn,Alistar,1,0.0
Mel,Leona,Caitlyn,Tahm Kench,1,1.0
Mel,Leona,Kalista,Renata Glasc,1,1.0
Mel,Leona,Miss Fortune,Alistar,1,1.0
Mel,Leona,Miss Fortune,Seraphine,1,1.0
Mel,Leona,Sivir,Camille,1,0.0
Mel,Maokai,Ziggs,Poppy,1,1.0
Mel,Nautilus,Ashe,Braum,1,0.0
Mel,Nautilus,Ezreal,Pyke,1,1.0
Mel,Nautilus,Varus,Karma,1,1.0
Mel,Neeko,Caitlyn,Karma,1,1.0
Mel,Pyke,Caitlyn,Karma,1,0.0
Mel,Pyke,Corki,Poppy,1,0.0
Mel,Pyke,Ezreal,Neeko,1,1.0
Mel,Pyke,Yunara,Alistar,1,1.0
Mel,Rell,Caitlyn,Karma,1,0.0
Mel,Rell,Sivir,Seraphine,1,0.0
Mel,Senna,Caitlyn,Neeko,1,1.0
Mel,Shen,Ezreal,Neeko,1,1.0
Mel,Shen,Ziggs,Camille,1,0.0
Miss Fortune,Alistar,Corki,Nami,1,1.0
Miss Fortune,Alistar,Ezreal,Leona,1,1.0
Miss Fortune,Alistar,Jhin,Bard,1,1.0
Miss Fortune,Alistar,Jinx,Bard,1,1.0
Miss Fortune,Alistar,Senna,Nautilus,1,1.0
Miss Fortune,Alistar,Xayah,Rakan,1,0.0
Miss Fortune,Bard,Caitlyn,Karma,1,1.0
Miss Fortune,Bard,Caitlyn,Nami,1,0.0
Miss Fortune,Bard,Ezreal,Karma,1,0.0
Miss Fortune,Bard,Jhin,Karma,1,1.0
Miss Fortune,Bard,Kai'Sa,Rell,1,0.0
Miss Fortune,Bard,Yunara,Lulu,1,0.0
Miss Fortune,Blitzcrank,Ashe,Seraphine,1,1.0
Miss Fortune,Blitzcrank,Lucian,Milio,1,1.0
Miss Fortune,Braum,Aphelios,Rell,1,1.0
Miss Fortune,Braum,Caitlyn,Milio,1,0.0
Miss Fortune,Braum,Lucian,Nami,1,0.0
Miss Fortune,Braum,Varus,Rell,1,1.0
Miss Fortune,Braum,Yunara,Neeko,1,1.0
Miss Fortune,Camille,Ashe,Neeko,1,1.0
Miss Fortune,Camille,Ezreal,Pyke,1,0.0
Miss Fortune,Karma,Caitlyn,Bard,1,1.0
Miss Fortune,Karma,Sivir,Neeko,1,1.0
Miss Fortune,Karma,Ziggs,Rell,1,0.0
Miss Fortune,Leona,Aphelios,Alistar,1,0.0
Miss Fortune,Leona,Corki,Nami,1,1.0
Miss Fortune,Leona,Ezreal,Bard,1,0.0
Miss Fortune,Leona,Ezreal,Braum,1,1.0
Miss Fortune,Leona,Ezreal,Karma,1,0.0
Miss Fortune,Leona,Jhin,Alistar,1,0.0
Miss Fortune,Leona,Jhin,Neeko,1,1.0
Miss Fortune,Leona,Ziggs,Camille,1,0.0
Miss Fortune,Lulu,Caitlyn,Lux,1,0.0
Miss Fortune,Maokai,Aphelios,Braum,1,1.0
Miss Fortune,Nautilus,Aphelios,Thresh,1,1.0
Miss Fortune,Nautilus,Ashe,Braum,1,0.0
Miss Fortune,Nautilus,Caitlyn,Karma,1,1.0
Miss Fortune,Nautilus,Caitlyn,Lux,1,1.0
Miss Fortune,Nautilus,Caitlyn,Neeko,1,1.0
Miss Fortune,Nautilus,Corki,Braum,1,0.0
Miss Fortune,Nautilus,Corki,Taric,1,0.0
Miss Fortune,Nautilus,Ezreal,Bard,1,0.0
Miss Fortune,Nautilus,Ezreal,Karma,1,0.0
Miss Fortune,Nautilus,Ezreal,Rell,1,0.0
Miss Fortune,Nautilus,Jhin,Rell,1,0.0
Miss Fortune,Nautilus,Kai'Sa,Rell,1,1.0
Miss Fortune,Nautilus,Sivir,Bard,1,1.0
Miss Fortune,Nautilus,Varus,Braum,1,1.0
Miss Fortune,Neeko,Aphelios,Lulu,1,0.0
Miss Fortune,Neeko,Caitlyn,Leona,1,0.0
Miss Fortune,Neeko,Corki,Nami,1,0.0
Miss Fortune,Neeko,Jhin,Alistar,1,0.0
Miss Fortune,Neeko,Jhin,Seraphine,1,1.0
Miss Fortune,Neeko,Jinx,Nautilus,1,1.0
Miss Fortune,Neeko,Kalista,Renata Glasc,1,1.0
Miss Fortune,Neeko,Yunara,Lulu,1,0.0
Miss Fortune,Neeko,Yunara,Nautilus,1,1.0
Miss Fortune,Poppy,Ashe,Milio,1,1.0
Miss Fortune,Poppy,Corki,Rell,1,1.0
Miss Fortune,Poppy,Jinx,Nautilus,1,0.0
Miss Fortune,Poppy,Sivir,Alistar,1,0.0
Miss Fortune,Poppy,Tristana,Rakan,1,0.0
Miss Fortune,Poppy,Xayah,Rakan,1,0.0
Miss Fortune,Pyke,Jhin,Bard,1,1.0
Miss Fortune,Rakan,Ashe,Braum,1,1.0
Miss Fortune,Rakan,Ashe,Leona,1,0.0
Miss Fortune,Rakan,Draven,Bard,1,1.0
